year,cable_id,ocean_route,operator_type,age_years,fiber_pairs,length_km,n_landing_countries,chokepoint,design_capacity_tbps,lit_capacity_tbps,utilization_pct,protected_burial,route_redundancy,is_low_redundancy,vulnerability_index,fault_this_year,fault_next_year,prev_fault,fault_3y,never_faulted,yrs_since_fault,cum_fault_rate,history_available
2021,CAB0112,Africa-Coastal,consortium,9.0,17.0,14941.0,7.0,,476.0,445.1,27.7,0.0,44.0,0.0,30.2,0.0,1.0,0.0,0.0,0,3,0.2857142857142857,1
2022,CAB0112,Africa-Coastal,consortium,10.0,17.0,14941.0,7.0,,476.0,455.7,41.5,0.0,45.0,0.0,31.7,1.0,0.0,0.0,1.0,0,0,0.375,1
2023,CAB0112,Africa-Coastal,consortium,11.0,17.0,14941.0,7.0,,476.0,408.2,46.5,0.0,47.0,0.0,33.3,0.0,0.0,1.0,1.0,0,1,0.3333333333333333,1
2024,CAB0112,Africa-Coastal,consortium,12.0,17.0,14941.0,7.0,,476.0,474.4,70.1,0.0,49.0,0.0,34.9,0.0,0.0,0.0,1.0,0,2,0.3,1
2025,CAB0112,Africa-Coastal,consortium,13.0,17.0,14941.0,7.0,,476.0,463.7,40.6,0.0,52.0,0.0,36.5,0.0,0.0,0.0,0.0,0,3,0.2727272727272727,1
2017,CAB0113,Intra-Asia,consortium,0.0,46.0,6806.0,3.0,Luzon-Strait,1616.6,375.0,52.5,1.0,60.0,0.0,27.8,0.0,0.0,,0.0,1,99,0.0,0
2018,CAB0113,Intra-Asia,consortium,1.0,46.0,6806.0,3.0,Luzon-Strait,1616.6,539.6,68.5,1.0,62.0,0.0,29.4,0.0,0.0,0.0,0.0,1,99,0.0,0
2019,CAB0113,Intra-Asia,consortium,2.0,46.0,6806.0,3.0,Luzon-Strait,1616.6,517.9,38.2,1.0,64.0,0.0,31.0,0.0,0.0,0.0,0.0,1,99,0.0,0
2020,CAB0113,Intra-Asia,consortium,3.0,46.0,6806.0,3.0,Luzon-Strait,1616.6,680.9,68.0,1.0,66.0,0.0,32.5,0.0,0.0,0.0,0.0,1,99,0.0,1
2021,CAB0113,Intra-Asia,consortium,4.0,46.0,6806.0,3.0,Luzon-Strait,1616.6,801.4,59.8,1.0,69.0,0.0,34.1,0.0,0.0,0.0,0.0,1,99,0.0,1
2022,CAB0113,Intra-Asia,consortium,5.0,46.0,6806.0,3.0,Luzon-Strait,1616.6,807.8,22.9,1.0,70.0,0.0,35.7,0.0,0.0,0.0,0.0,1,99,0.0,1
2023,CAB0113,Intra-Asia,consortium,6.0,46.0,6806.0,3.0,Luzon-Strait,1616.6,978.3,15.3,1.0,70.0,0.0,37.3,0.0,0.0,0.0,0.0,1,99,0.0,1
2024,CAB0113,Intra-Asia,consortium,7.0,46.0,6806.0,3.0,Luzon-Strait,1616.6,1043.2,44.3,1.0,75.0,0.0,38.9,0.0,0.0,0.0,0.0,1,99,0.0,1
2025,CAB0113,Intra-Asia,consortium,8.0,46.0,6806.0,3.0,Luzon-Strait,1616.6,1120.0,30.6,1.0,77.0,0.0,40.5,0.0,0.0,0.0,0.0,1,99,0.0,1
2015,CAB0114,Intra-Asia,consortium,10.0,3.0,5905.0,4.0,,54.0,47.4,57.7,1.0,53.0,0.0,15.9,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0114,Intra-Asia,consortium,11.0,3.0,5905.0,4.0,,54.0,48.6,70.0,1.0,59.0,0.0,17.5,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0114,Intra-Asia,consortium,12.0,3.0,5905.0,4.0,,54.0,49.4,98.6,1.0,60.0,0.0,19.0,0.0,1.0,0.0,0.0,1,99,0.0,0
2018,CAB0114,Intra-Asia,consortium,13.0,3.0,5905.0,4.0,,54.0,54.0,45.4,1.0,62.0,0.0,20.6,1.0,0.0,0.0,1.0,0,0,0.25,1
2019,CAB0114,Intra-Asia,consortium,14.0,3.0,5905.0,4.0,,54.0,54.0,50.4,1.0,64.0,0.0,22.2,0.0,0.0,1.0,1.0,0,1,0.2,1
2020,CAB0114,Intra-Asia,consortium,15.0,3.0,5905.0,4.0,,54.0,54.0,61.6,1.0,66.0,0.0,23.8,0.0,0.0,0.0,1.0,0,2,0.16666666666666666,1
2021,CAB0114,Intra-Asia,consortium,16.0,3.0,5905.0,4.0,,54.0,54.0,100.0,1.0,69.0,0.0,25.4,0.0,0.0,0.0,0.0,0,3,0.14285714285714285,1
2022,CAB0114,Intra-Asia,consortium,17.0,3.0,5905.0,4.0,,54.0,54.0,60.6,1.0,70.0,0.0,27.0,0.0,0.0,0.0,0.0,0,4,0.125,1
2023,CAB0114,Intra-Asia,consortium,18.0,3.0,5905.0,4.0,,54.0,54.0,66.2,1.0,70.0,0.0,28.6,0.0,0.0,0.0,0.0,0,5,0.1111111111111111,1
2024,CAB0114,Intra-Asia,consortium,19.0,3.0,5905.0,4.0,,54.0,54.0,100.0,1.0,75.0,0.0,30.2,0.0,0.0,0.0,0.0,0,6,0.1,1
2025,CAB0114,Intra-Asia,consortium,20.0,3.0,5905.0,4.0,,54.0,54.0,92.4,1.0,77.0,0.0,31.7,0.0,0.0,0.0,0.0,0,7,0.09090909090909091,1
2015,CAB0115,Americas,consortium,17.0,14.0,4341.0,7.0,Panama,112.0,112.0,55.4,1.0,28.0,1.0,74.6,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0115,Americas,consortium,18.0,14.0,4341.0,7.0,Panama,112.0,112.0,92.9,1.0,29.0,1.0,76.2,0.0,1.0,0.0,0.0,1,99,0.0,0
2017,CAB0115,Americas,consortium,19.0,14.0,4341.0,7.0,Panama,112.0,112.0,61.4,1.0,29.0,1.0,77.8,1.0,0.0,0.0,1.0,0,0,0.3333333333333333,0
2018,CAB0115,Americas,consortium,20.0,14.0,4341.0,7.0,Panama,112.0,112.0,58.3,1.0,31.0,1.0,79.4,0.0,0.0,1.0,1.0,0,1,0.25,1
2019,CAB0115,Americas,consortium,21.0,14.0,4341.0,7.0,Panama,112.0,112.0,62.4,1.0,32.0,1.0,81.0,0.0,0.0,0.0,1.0,0,2,0.2,1
2020,CAB0115,Americas,consortium,22.0,14.0,4341.0,7.0,Panama,112.0,112.0,91.4,1.0,33.0,1.0,82.5,0.0,0.0,0.0,0.0,0,3,0.16666666666666666,1
2021,CAB0115,Americas,consortium,23.0,14.0,4341.0,7.0,Panama,112.0,112.0,89.8,1.0,37.0,1.0,84.1,0.0,0.0,0.0,0.0,0,4,0.14285714285714285,1
2022,CAB0115,Americas,consortium,24.0,14.0,4341.0,7.0,Panama,112.0,112.0,100.0,1.0,37.0,1.0,85.7,0.0,1.0,0.0,0.0,0,5,0.125,1
2023,CAB0115,Americas,consortium,25.0,14.0,4341.0,7.0,Panama,112.0,112.0,89.0,1.0,37.0,1.0,87.3,1.0,1.0,0.0,1.0,0,0,0.2222222222222222,1
2015,CAB0117,Trans-Pacific,carrier,3.0,26.0,13668.0,7.0,,728.0,314.5,13.3,0.0,35.0,1.0,40.5,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0117,Trans-Pacific,carrier,4.0,26.0,13668.0,7.0,,728.0,301.2,39.2,0.0,37.0,1.0,42.1,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0117,Trans-Pacific,carrier,5.0,26.0,13668.0,7.0,,728.0,424.1,85.0,0.0,38.0,1.0,43.7,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0117,Trans-Pacific,carrier,6.0,26.0,13668.0,7.0,,728.0,430.4,60.0,0.0,39.0,1.0,45.2,0.0,0.0,0.0,0.0,1,99,0.0,1
2019,CAB0117,Trans-Pacific,carrier,7.0,26.0,13668.0,7.0,,728.0,492.3,45.2,0.0,41.0,0.0,27.0,0.0,0.0,0.0,0.0,1,99,0.0,1
2020,CAB0117,Trans-Pacific,carrier,8.0,26.0,13668.0,7.0,,728.0,565.6,56.9,0.0,42.0,0.0,28.6,0.0,0.0,0.0,0.0,1,99,0.0,1
2021,CAB0117,Trans-Pacific,carrier,9.0,26.0,13668.0,7.0,,728.0,495.8,70.3,0.0,43.0,0.0,30.2,0.0,0.0,0.0,0.0,1,99,0.0,1
2022,CAB0117,Trans-Pacific,carrier,10.0,26.0,13668.0,7.0,,728.0,632.6,70.2,0.0,45.0,0.0,31.7,0.0,0.0,0.0,0.0,1,99,0.0,1
2023,CAB0117,Trans-Pacific,carrier,11.0,26.0,13668.0,7.0,,728.0,655.5,65.9,0.0,47.0,0.0,33.3,0.0,0.0,0.0,0.0,1,99,0.0,1
2024,CAB0117,Trans-Pacific,carrier,12.0,26.0,13668.0,7.0,,728.0,694.6,94.1,0.0,49.0,0.0,34.9,0.0,0.0,0.0,0.0,1,99,0.0,1
2025,CAB0117,Trans-Pacific,carrier,13.0,26.0,13668.0,7.0,,728.0,688.7,52.8,0.0,50.0,0.0,36.5,0.0,0.0,0.0,0.0,1,99,0.0,1
2020,CAB0118,EMEA-Asia,carrier,0.0,11.0,17677.0,7.0,Bab-el-Mandeb,433.7,95.6,42.1,1.0,40.0,0.0,27.8,0.0,0.0,,0.0,1,99,0.0,0
2021,CAB0118,EMEA-Asia,carrier,1.0,11.0,17677.0,7.0,Bab-el-Mandeb,433.7,82.1,19.7,1.0,44.0,0.0,29.4,0.0,0.0,0.0,0.0,1,99,0.0,0
2022,CAB0118,EMEA-Asia,carrier,2.0,11.0,17677.0,7.0,Bab-el-Mandeb,433.7,159.1,55.9,1.0,45.0,0.0,31.0,0.0,1.0,0.0,0.0,1,99,0.0,0
2023,CAB0118,EMEA-Asia,carrier,3.0,11.0,17677.0,7.0,Bab-el-Mandeb,433.7,211.4,28.8,1.0,47.0,0.0,32.5,1.0,0.0,0.0,1.0,0,0,0.25,1
2024,CAB0118,EMEA-Asia,carrier,4.0,11.0,17677.0,7.0,Bab-el-Mandeb,433.7,224.0,22.1,1.0,48.0,0.0,34.1,0.0,1.0,1.0,1.0,0,1,0.2,1
2025,CAB0118,EMEA-Asia,carrier,5.0,11.0,17677.0,7.0,Bab-el-Mandeb,433.7,235.6,33.0,1.0,47.0,0.0,35.7,1.0,1.0,0.0,2.0,0,0,0.3333333333333333,1
2015,CAB0119,Intra-Europe,carrier,10.0,10.0,2132.0,4.0,,180.0,161.0,72.6,1.0,41.0,0.0,15.9,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0119,Intra-Europe,carrier,11.0,10.0,2132.0,4.0,,180.0,173.6,58.2,1.0,42.0,0.0,17.5,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0119,Intra-Europe,carrier,12.0,10.0,2132.0,4.0,,180.0,180.0,60.1,1.0,44.0,0.0,19.0,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0119,Intra-Europe,carrier,13.0,10.0,2132.0,4.0,,180.0,180.0,41.8,1.0,45.0,0.0,20.6,0.0,0.0,0.0,0.0,1,99,0.0,1
2019,CAB0119,Intra-Europe,carrier,14.0,10.0,2132.0,4.0,,180.0,178.9,65.2,1.0,47.0,0.0,22.2,0.0,0.0,0.0,0.0,1,99,0.0,1
2020,CAB0119,Intra-Europe,carrier,15.0,10.0,2132.0,4.0,,180.0,180.0,81.5,1.0,49.0,0.0,23.8,0.0,0.0,0.0,0.0,1,99,0.0,1
2021,CAB0119,Intra-Europe,carrier,16.0,10.0,2132.0,4.0,,180.0,180.0,53.1,1.0,49.0,0.0,25.4,0.0,0.0,0.0,0.0,1,99,0.0,1
2022,CAB0119,Intra-Europe,carrier,17.0,10.0,2132.0,4.0,,180.0,180.0,53.5,1.0,52.0,0.0,27.0,0.0,0.0,0.0,0.0,1,99,0.0,1
2023,CAB0119,Intra-Europe,carrier,18.0,10.0,2132.0,4.0,,180.0,180.0,50.8,1.0,53.0,0.0,28.6,0.0,0.0,0.0,0.0,1,99,0.0,1
2024,CAB0119,Intra-Europe,carrier,19.0,10.0,2132.0,4.0,,180.0,180.0,50.1,1.0,53.0,0.0,30.2,0.0,0.0,0.0,0.0,1,99,0.0,1
2025,CAB0119,Intra-Europe,carrier,20.0,10.0,2132.0,4.0,,180.0,180.0,65.5,1.0,58.0,0.0,31.7,0.0,0.0,0.0,0.0,1,99,0.0,1
2015,CAB0120,Americas,hyperscaler,16.0,2.0,3240.0,3.0,Panama,18.9,18.9,43.4,1.0,28.0,1.0,73.0,1.0,1.0,,1.0,0,0,1.0,0
2016,CAB0120,Americas,hyperscaler,17.0,2.0,3240.0,3.0,Panama,18.9,18.9,66.9,1.0,29.0,1.0,74.6,1.0,0.0,1.0,2.0,0,0,1.0,0
2017,CAB0120,Americas,hyperscaler,18.0,2.0,3240.0,3.0,Panama,18.9,18.9,52.5,1.0,29.0,1.0,76.2,0.0,0.0,1.0,2.0,0,1,0.6666666666666666,0
2018,CAB0120,Americas,hyperscaler,19.0,2.0,3240.0,3.0,Panama,18.9,18.9,77.2,1.0,31.0,1.0,77.8,0.0,0.0,0.0,1.0,0,2,0.5,1
2019,CAB0120,Americas,hyperscaler,20.0,2.0,3240.0,3.0,Panama,18.9,18.9,84.2,1.0,32.0,1.0,79.4,0.0,1.0,0.0,0.0,0,3,0.4,1
2020,CAB0120,Americas,hyperscaler,21.0,2.0,3240.0,3.0,Panama,18.9,18.9,100.0,1.0,33.0,1.0,81.0,1.0,1.0,0.0,1.0,0,0,0.5,1
2021,CAB0120,Americas,hyperscaler,22.0,2.0,3240.0,3.0,Panama,18.9,18.9,58.1,1.0,37.0,1.0,82.5,1.0,0.0,1.0,2.0,0,0,0.5714285714285714,1
2022,CAB0120,Americas,hyperscaler,23.0,2.0,3240.0,3.0,Panama,18.9,18.9,83.6,1.0,37.0,1.0,84.1,0.0,1.0,1.0,2.0,0,1,0.5,1
2023,CAB0120,Americas,hyperscaler,24.0,2.0,3240.0,3.0,Panama,18.9,18.9,100.0,1.0,37.0,1.0,85.7,1.0,1.0,0.0,2.0,0,0,0.5555555555555556,1
2024,CAB0120,Americas,hyperscaler,25.0,2.0,3240.0,3.0,Panama,18.9,18.9,92.9,1.0,39.0,1.0,87.3,1.0,0.0,1.0,2.0,0,0,0.6,1
2025,CAB0120,Americas,hyperscaler,26.0,2.0,3240.0,3.0,Panama,18.9,18.9,68.9,1.0,39.0,1.0,88.9,0.0,0.0,1.0,2.0,0,1,0.5454545454545454,1
2015,CAB0121,Americas,government,17.0,7.0,4904.0,4.0,,56.0,56.0,64.9,0.0,28.0,1.0,62.7,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0121,Americas,government,18.0,7.0,4904.0,4.0,,56.0,56.0,57.6,0.0,29.0,1.0,64.3,0.0,1.0,0.0,0.0,1,99,0.0,0
2017,CAB0121,Americas,government,19.0,7.0,4904.0,4.0,,56.0,56.0,64.7,0.0,29.0,1.0,65.9,1.0,1.0,0.0,1.0,0,0,0.3333333333333333,0
2018,CAB0121,Americas,government,20.0,7.0,4904.0,4.0,,56.0,56.0,70.1,0.0,31.0,1.0,67.5,1.0,1.0,1.0,2.0,0,0,0.5,1
2019,CAB0121,Americas,government,21.0,7.0,4904.0,4.0,,56.0,56.0,83.9,0.0,32.0,1.0,69.0,1.0,1.0,1.0,3.0,0,0,0.6,1
2020,CAB0121,Americas,government,22.0,7.0,4904.0,4.0,,56.0,56.0,73.4,0.0,33.0,1.0,70.6,1.0,1.0,1.0,3.0,0,0,0.6666666666666666,1
2021,CAB0121,Americas,government,23.0,7.0,4904.0,4.0,,56.0,56.0,100.0,0.0,37.0,1.0,72.2,1.0,1.0,1.0,3.0,0,0,0.7142857142857143,1
2022,CAB0121,Americas,government,24.0,7.0,4904.0,4.0,,56.0,56.0,89.0,0.0,37.0,1.0,73.8,1.0,0.0,1.0,3.0,0,0,0.75,1
2023,CAB0121,Americas,government,25.0,7.0,4904.0,4.0,,56.0,56.0,80.1,0.0,37.0,1.0,75.4,0.0,0.0,1.0,2.0,0,1,0.6666666666666666,1
2024,CAB0121,Americas,government,26.0,7.0,4904.0,4.0,,56.0,56.0,75.9,0.0,39.0,1.0,77.0,0.0,1.0,0.0,1.0,0,2,0.6,1
2025,CAB0121,Americas,government,27.0,7.0,4904.0,4.0,,56.0,56.0,97.0,0.0,39.0,1.0,78.6,1.0,0.0,0.0,1.0,0,0,0.6363636363636364,1
2018,CAB0122,Trans-Pacific,carrier,0.0,21.0,9248.0,6.0,,768.0,257.8,26.6,0.0,39.0,1.0,35.7,0.0,0.0,,0.0,1,99,0.0,0
2019,CAB0122,Trans-Pacific,carrier,1.0,21.0,9248.0,6.0,,768.0,193.9,46.1,0.0,41.0,0.0,17.5,0.0,0.0,0.0,0.0,1,99,0.0,0
2020,CAB0122,Trans-Pacific,carrier,2.0,21.0,9248.0,6.0,,768.0,217.4,28.7,0.0,42.0,0.0,19.0,0.0,0.0,0.0,0.0,1,99,0.0,0
2021,CAB0122,Trans-Pacific,carrier,3.0,21.0,9248.0,6.0,,768.0,351.5,44.1,0.0,43.0,0.0,20.6,0.0,1.0,0.0,0.0,1,99,0.0,1
2022,CAB0122,Trans-Pacific,carrier,4.0,21.0,9248.0,6.0,,768.0,390.0,67.4,0.0,45.0,0.0,22.2,1.0,0.0,0.0,1.0,0,0,0.2,1
2023,CAB0122,Trans-Pacific,carrier,5.0,21.0,9248.0,6.0,,768.0,404.1,74.2,0.0,47.0,0.0,23.8,0.0,0.0,1.0,1.0,0,1,0.16666666666666666,1
2024,CAB0122,Trans-Pacific,carrier,6.0,21.0,9248.0,6.0,,768.0,479.2,90.2,0.0,49.0,0.0,25.4,0.0,1.0,0.0,1.0,0,2,0.14285714285714285,1
2025,CAB0122,Trans-Pacific,carrier,7.0,21.0,9248.0,6.0,,768.0,498.8,69.3,0.0,50.0,0.0,27.0,1.0,0.0,0.0,1.0,0,0,0.25,1
2015,CAB0123,EMEA-Asia,carrier,10.0,30.0,15488.0,4.0,,540.0,446.2,63.0,0.0,27.0,1.0,51.6,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0123,EMEA-Asia,carrier,11.0,30.0,15488.0,4.0,,540.0,521.2,42.0,0.0,29.0,1.0,53.2,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0123,EMEA-Asia,carrier,12.0,30.0,15488.0,4.0,,540.0,518.7,38.4,0.0,32.0,1.0,54.8,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0123,EMEA-Asia,carrier,13.0,30.0,15488.0,4.0,,540.0,540.0,100.0,0.0,34.0,1.0,56.3,0.0,0.0,0.0,0.0,1,99,0.0,1
2019,CAB0123,EMEA-Asia,carrier,14.0,30.0,15488.0,4.0,,540.0,540.0,78.8,0.0,37.0,1.0,57.9,0.0,0.0,0.0,0.0,1,99,0.0,1
2020,CAB0123,EMEA-Asia,carrier,15.0,30.0,15488.0,4.0,,540.0,540.0,50.4,0.0,40.0,0.0,39.7,0.0,0.0,0.0,0.0,1,99,0.0,1
2021,CAB0123,EMEA-Asia,carrier,16.0,30.0,15488.0,4.0,,540.0,540.0,43.1,0.0,44.0,0.0,41.3,0.0,0.0,0.0,0.0,1,99,0.0,1
2022,CAB0123,EMEA-Asia,carrier,17.0,30.0,15488.0,4.0,,540.0,540.0,67.1,0.0,45.0,0.0,42.9,0.0,0.0,0.0,0.0,1,99,0.0,1
2023,CAB0123,EMEA-Asia,carrier,18.0,30.0,15488.0,4.0,,540.0,540.0,58.2,0.0,47.0,0.0,44.4,0.0,0.0,0.0,0.0,1,99,0.0,1
2024,CAB0123,EMEA-Asia,carrier,19.0,30.0,15488.0,4.0,,540.0,540.0,73.7,0.0,48.0,0.0,46.0,0.0,1.0,0.0,0.0,1,99,0.0,1
2025,CAB0123,EMEA-Asia,carrier,20.0,30.0,15488.0,4.0,,540.0,540.0,75.5,0.0,47.0,0.0,47.6,1.0,0.0,0.0,1.0,0,0,0.09090909090909091,1
2024,CAB0124,Americas,consortium,0.0,24.0,3130.0,3.0,,1083.4,281.8,16.0,0.0,39.0,1.0,35.7,0.0,0.0,,0.0,1,99,0.0,0
2025,CAB0124,Americas,consortium,1.0,24.0,3130.0,3.0,,1083.4,386.9,81.7,0.0,39.0,1.0,37.3,0.0,0.0,0.0,0.0,1,99,0.0,0
2025,CAB0125,Africa-Coastal,hyperscaler,0.0,25.0,3729.0,3.0,,1164.3,181.1,32.9,1.0,52.0,0.0,0.0,0.0,0.0,,0.0,1,99,0.0,0
2019,CAB0126,Trans-Pacific,hyperscaler,0.0,32.0,11075.0,7.0,,1216.0,381.1,81.7,0.0,41.0,0.0,15.9,0.0,1.0,,0.0,1,99,0.0,0
2020,CAB0126,Trans-Pacific,hyperscaler,1.0,32.0,11075.0,7.0,,1216.0,381.0,49.8,0.0,42.0,0.0,17.5,1.0,0.0,0.0,1.0,0,0,0.5,0
2021,CAB0126,Trans-Pacific,hyperscaler,2.0,32.0,11075.0,7.0,,1216.0,475.6,34.8,0.0,43.0,0.0,19.0,0.0,0.0,1.0,1.0,0,1,0.3333333333333333,0
2022,CAB0126,Trans-Pacific,hyperscaler,3.0,32.0,11075.0,7.0,,1216.0,544.7,66.6,0.0,45.0,0.0,20.6,0.0,0.0,0.0,1.0,0,2,0.25,1
2023,CAB0126,Trans-Pacific,hyperscaler,4.0,32.0,11075.0,7.0,,1216.0,539.9,19.6,0.0,47.0,0.0,22.2,0.0,1.0,0.0,0.0,0,3,0.2,1
2024,CAB0126,Trans-Pacific,hyperscaler,5.0,32.0,11075.0,7.0,,1216.0,618.5,62.8,0.0,49.0,0.0,23.8,1.0,0.0,0.0,1.0,0,0,0.3333333333333333,1
2025,CAB0126,Trans-Pacific,hyperscaler,6.0,32.0,11075.0,7.0,,1216.0,630.8,58.8,0.0,50.0,0.0,25.4,0.0,0.0,1.0,1.0,0,1,0.2857142857142857,1
2015,CAB0127,Intra-Pacific-Islands,consortium,8.0,11.0,2352.0,4.0,,229.4,167.2,59.9,0.0,28.0,1.0,48.4,0.0,1.0,,0.0,1,99,0.0,0
2016,CAB0127,Intra-Pacific-Islands,consortium,9.0,11.0,2352.0,4.0,,229.4,183.3,31.3,0.0,29.0,1.0,50.0,1.0,0.0,0.0,1.0,0,0,0.5,0
2017,CAB0127,Intra-Pacific-Islands,consortium,10.0,11.0,2352.0,4.0,,229.4,218.1,22.0,0.0,29.0,1.0,51.6,0.0,0.0,1.0,1.0,0,1,0.3333333333333333,0
2018,CAB0127,Intra-Pacific-Islands,consortium,11.0,11.0,2352.0,4.0,,229.4,198.2,63.0,0.0,30.0,1.0,53.2,0.0,0.0,0.0,1.0,0,2,0.25,1
2019,CAB0127,Intra-Pacific-Islands,consortium,12.0,11.0,2352.0,4.0,,229.4,215.2,62.9,0.0,35.0,1.0,54.8,0.0,0.0,0.0,0.0,0,3,0.2,1
2020,CAB0127,Intra-Pacific-Islands,consortium,13.0,11.0,2352.0,4.0,,229.4,226.7,52.0,0.0,40.0,0.0,36.5,0.0,1.0,0.0,0.0,0,4,0.16666666666666666,1
2021,CAB0127,Intra-Pacific-Islands,consortium,14.0,11.0,2352.0,4.0,,229.4,229.4,100.0,0.0,41.0,0.0,38.1,1.0,1.0,0.0,1.0,0,0,0.2857142857142857,1
2022,CAB0127,Intra-Pacific-Islands,consortium,15.0,11.0,2352.0,4.0,,229.4,229.4,60.6,0.0,43.0,0.0,39.7,1.0,0.0,1.0,2.0,0,0,0.375,1
2023,CAB0127,Intra-Pacific-Islands,consortium,16.0,11.0,2352.0,4.0,,229.4,229.4,51.6,0.0,45.0,0.0,41.3,0.0,1.0,1.0,2.0,0,1,0.3333333333333333,1
2024,CAB0127,Intra-Pacific-Islands,consortium,17.0,11.0,2352.0,4.0,,229.4,229.4,100.0,0.0,48.0,0.0,42.9,1.0,1.0,0.0,2.0,0,0,0.4,1
2025,CAB0127,Intra-Pacific-Islands,consortium,18.0,11.0,2352.0,4.0,,229.4,229.4,73.5,0.0,50.0,0.0,44.4,1.0,0.0,1.0,2.0,0,0,0.45454545454545453,1
2015,CAB0128,Trans-Pacific,consortium,17.0,3.0,11486.0,5.0,,24.0,24.0,41.6,1.0,35.0,1.0,46.8,0.0,1.0,,0.0,1,99,0.0,0
2016,CAB0128,Trans-Pacific,consortium,18.0,3.0,11486.0,5.0,,24.0,24.0,79.8,1.0,37.0,1.0,48.4,1.0,0.0,0.0,1.0,0,0,0.5,0
2017,CAB0128,Trans-Pacific,consortium,19.0,3.0,11486.0,5.0,,24.0,24.0,71.5,1.0,38.0,1.0,50.0,0.0,0.0,1.0,1.0,0,1,0.3333333333333333,0
2018,CAB0128,Trans-Pacific,consortium,20.0,3.0,11486.0,5.0,,24.0,24.0,66.3,1.0,39.0,1.0,51.6,0.0,0.0,0.0,1.0,0,2,0.25,1
2019,CAB0128,Trans-Pacific,consortium,21.0,3.0,11486.0,5.0,,24.0,24.0,69.9,1.0,41.0,0.0,33.3,0.0,0.0,0.0,0.0,0,3,0.2,1
2020,CAB0128,Trans-Pacific,consortium,22.0,3.0,11486.0,5.0,,24.0,24.0,78.3,1.0,42.0,0.0,34.9,0.0,0.0,0.0,0.0,0,4,0.16666666666666666,1
2021,CAB0128,Trans-Pacific,consortium,23.0,3.0,11486.0,5.0,,24.0,24.0,76.2,1.0,43.0,0.0,36.5,0.0,0.0,0.0,0.0,0,5,0.14285714285714285,1
2022,CAB0128,Trans-Pacific,consortium,24.0,3.0,11486.0,5.0,,24.0,24.0,100.0,1.0,45.0,0.0,38.1,0.0,0.0,0.0,0.0,0,6,0.125,1
2023,CAB0128,Trans-Pacific,consortium,25.0,3.0,11486.0,5.0,,24.0,24.0,95.1,1.0,47.0,0.0,39.7,0.0,0.0,0.0,0.0,0,7,0.1111111111111111,1
2024,CAB0128,Trans-Pacific,consortium,26.0,3.0,11486.0,5.0,,24.0,24.0,70.2,1.0,49.0,0.0,41.3,0.0,0.0,0.0,0.0,0,8,0.1,1
2025,CAB0128,Trans-Pacific,consortium,27.0,3.0,11486.0,5.0,,24.0,24.0,99.2,1.0,50.0,0.0,42.9,0.0,0.0,0.0,0.0,0,9,0.09090909090909091,1
2016,CAB0129,Intra-Asia,consortium,0.0,29.0,2599.0,4.0,Luzon-Strait,977.7,184.1,6.6,1.0,59.0,0.0,27.8,0.0,0.0,,0.0,1,99,0.0,0
2017,CAB0129,Intra-Asia,consortium,1.0,29.0,2599.0,4.0,Luzon-Strait,977.7,323.9,63.2,1.0,60.0,0.0,29.4,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0129,Intra-Asia,consortium,2.0,29.0,2599.0,4.0,Luzon-Strait,977.7,285.7,35.3,1.0,62.0,0.0,31.0,0.0,0.0,0.0,0.0,1,99,0.0,0
2019,CAB0129,Intra-Asia,consortium,3.0,29.0,2599.0,4.0,Luzon-Strait,977.7,434.7,57.1,1.0,64.0,0.0,32.5,0.0,0.0,0.0,0.0,1,99,0.0,1
2020,CAB0129,Intra-Asia,consortium,4.0,29.0,2599.0,4.0,Luzon-Strait,977.7,496.0,47.4,1.0,66.0,0.0,34.1,0.0,0.0,0.0,0.0,1,99,0.0,1
2021,CAB0129,Intra-Asia,consortium,5.0,29.0,2599.0,4.0,Luzon-Strait,977.7,496.5,34.1,1.0,69.0,0.0,35.7,0.0,1.0,0.0,0.0,1,99,0.0,1
2022,CAB0129,Intra-Asia,consortium,6.0,29.0,2599.0,4.0,Luzon-Strait,977.7,658.1,39.5,1.0,70.0,0.0,37.3,1.0,0.0,0.0,1.0,0,0,0.14285714285714285,1
2023,CAB0129,Intra-Asia,consortium,7.0,29.0,2599.0,4.0,Luzon-Strait,977.7,665.7,61.9,1.0,70.0,0.0,38.9,0.0,1.0,1.0,1.0,0,1,0.125,1
