year,cable_id,ocean_route,operator_type,rfs_year,age_years,fiber_pairs,length_km,n_landing_countries,chokepoint,design_capacity_tbps,lit_capacity_tbps,utilization_pct,protected_burial,design_life_years,route_redundancy,is_low_redundancy,vulnerability_index,fault_cause,fault_this_year,fault_next_year
2026,CAB0165,Intra-Asia,consortium,2012,14,4,2886.0,7,None,112.0,112.0,90.2,1,25,77,0,22.2,none,0,
2023,CAB0166,Intra-Europe,consortium,2023,0,11,2164.0,4,None,480.9,90.9,71.4,0,25,53,0,15.9,none,0,0.0
2024,CAB0166,Intra-Europe,consortium,2023,1,11,2164.0,4,None,480.9,151.3,68.4,0,25,53,0,17.5,none,0,0.0
2025,CAB0166,Intra-Europe,consortium,2023,2,11,2164.0,4,None,480.9,160.6,69.3,0,25,58,0,19.0,none,0,0.0
2026,CAB0166,Intra-Europe,consortium,2023,3,11,2164.0,4,None,480.9,191.9,19.5,0,25,60,0,20.6,none,0,
2015,CAB0167,Africa-Coastal,consortium,1998,17,3,10859.0,5,None,24.0,24.0,100.0,0,25,36,1,62.7,none,0,0.0
2016,CAB0167,Africa-Coastal,consortium,1998,18,3,10859.0,5,None,24.0,24.0,76.9,0,25,37,1,64.3,none,0,0.0
2017,CAB0167,Africa-Coastal,consortium,1998,19,3,10859.0,5,None,24.0,24.0,96.4,0,25,40,0,46.0,none,0,0.0
2018,CAB0167,Africa-Coastal,consortium,1998,20,3,10859.0,5,None,24.0,24.0,56.8,0,25,40,0,47.6,none,0,0.0
2019,CAB0167,Africa-Coastal,consortium,1998,21,3,10859.0,5,None,24.0,24.0,86.4,0,25,42,0,49.2,none,0,0.0
2020,CAB0167,Africa-Coastal,consortium,1998,22,3,10859.0,5,None,24.0,24.0,49.7,0,25,43,0,50.8,none,0,0.0
2021,CAB0167,Africa-Coastal,consortium,1998,23,3,10859.0,5,None,24.0,24.0,89.1,0,25,44,0,52.4,none,0,0.0
2022,CAB0167,Africa-Coastal,consortium,1998,24,3,10859.0,5,None,24.0,24.0,85.8,0,25,45,0,54.0,none,0,0.0
2023,CAB0167,Africa-Coastal,consortium,1998,25,3,10859.0,5,None,24.0,24.0,100.0,0,25,47,0,55.6,none,0,0.0
2024,CAB0167,Africa-Coastal,consortium,1998,26,3,10859.0,5,None,24.0,24.0,95.1,0,25,49,0,57.1,none,0,0.0
2025,CAB0167,Africa-Coastal,consortium,1998,27,3,10859.0,5,None,24.0,24.0,100.0,0,25,52,0,58.7,none,0,0.0
2026,CAB0167,Africa-Coastal,consortium,1998,28,3,10859.0,5,None,24.0,24.0,100.0,0,25,53,0,60.3,none,0,
2019,CAB0168,Intra-Pacific-Islands,carrier,2019,0,21,2572.0,6,None,798.0,255.7,1.0,0,25,35,1,35.7,none,0,0.0
2020,CAB0168,Intra-Pacific-Islands,carrier,2019,1,21,2572.0,6,None,798.0,233.0,50.6,0,25,40,0,17.5,none,0,0.0
2021,CAB0168,Intra-Pacific-Islands,carrier,2019,2,21,2572.0,6,None,798.0,280.1,63.3,0,25,41,0,19.0,none,0,0.0
2022,CAB0168,Intra-Pacific-Islands,carrier,2019,3,21,2572.0,6,None,798.0,306.2,28.6,0,25,43,0,20.6,none,0,0.0
2023,CAB0168,Intra-Pacific-Islands,carrier,2019,4,21,2572.0,6,None,798.0,454.7,34.1,0,25,45,0,22.2,none,0,1.0
2024,CAB0168,Intra-Pacific-Islands,carrier,2019,5,21,2572.0,6,None,798.0,409.8,22.6,0,25,48,0,23.8,natural_hazard,1,0.0
2025,CAB0168,Intra-Pacific-Islands,carrier,2019,6,21,2572.0,6,None,798.0,532.2,100.0,0,25,50,0,25.4,none,0,1.0
2026,CAB0168,Intra-Pacific-Islands,carrier,2019,7,21,2572.0,6,None,798.0,507.5,36.5,0,25,51,0,27.0,fishing_anchor,1,
2015,CAB0169,Indian-Ocean,government,2004,11,6,4630.0,5,None,99.4,94.4,59.0,1,25,31,1,37.3,none,0,0.0
2016,CAB0169,Indian-Ocean,government,2004,12,6,4630.0,5,None,99.4,94.2,65.3,1,25,33,1,38.9,none,0,0.0
2017,CAB0169,Indian-Ocean,government,2004,13,6,4630.0,5,None,99.4,96.3,35.5,1,25,33,1,40.5,none,0,0.0
2018,CAB0169,Indian-Ocean,government,2004,14,6,4630.0,5,None,99.4,99.4,88.5,1,25,35,1,42.1,none,0,1.0
2019,CAB0169,Indian-Ocean,government,2004,15,6,4630.0,5,None,99.4,99.4,58.7,1,25,35,1,43.7,fishing_anchor,1,0.0
2020,CAB0169,Indian-Ocean,government,2004,16,6,4630.0,5,None,99.4,99.4,74.9,1,25,36,1,45.2,none,0,0.0
2021,CAB0169,Indian-Ocean,government,2004,17,6,4630.0,5,None,99.4,99.4,53.3,1,25,39,1,46.8,none,0,0.0
2022,CAB0169,Indian-Ocean,government,2004,18,6,4630.0,5,None,99.4,99.4,86.9,1,25,39,1,48.4,none,0,0.0
2023,CAB0169,Indian-Ocean,government,2004,19,6,4630.0,5,None,99.4,99.4,86.8,1,25,40,0,30.2,none,0,0.0
2024,CAB0169,Indian-Ocean,government,2004,20,6,4630.0,5,None,99.4,99.4,81.5,1,25,41,0,31.7,none,0,0.0
2025,CAB0169,Indian-Ocean,government,2004,21,6,4630.0,5,None,99.4,99.4,100.0,1,25,44,0,33.3,none,0,0.0
2026,CAB0169,Indian-Ocean,government,2004,22,6,4630.0,5,None,99.4,99.4,58.8,1,25,43,0,34.9,none,0,
2015,CAB0170,Trans-Atlantic,consortium,2015,0,4,6489.0,3,None,129.1,25.5,31.6,0,25,33,1,35.7,none,0,0.0
2016,CAB0170,Trans-Atlantic,consortium,2015,1,4,6489.0,3,None,129.1,39.4,17.2,0,25,37,1,37.3,none,0,0.0
2017,CAB0170,Trans-Atlantic,consortium,2015,2,4,6489.0,3,None,129.1,50.9,13.4,0,25,37,1,38.9,none,0,0.0
2018,CAB0170,Trans-Atlantic,consortium,2015,3,4,6489.0,3,None,129.1,48.2,32.2,0,25,40,0,20.6,none,0,0.0
2019,CAB0170,Trans-Atlantic,consortium,2015,4,4,6489.0,3,None,129.1,58.2,64.8,0,25,45,0,22.2,none,0,0.0
2020,CAB0170,Trans-Atlantic,consortium,2015,5,4,6489.0,3,None,129.1,63.6,41.6,0,25,48,0,23.8,none,0,0.0
2021,CAB0170,Trans-Atlantic,consortium,2015,6,4,6489.0,3,None,129.1,73.7,53.7,0,25,50,0,25.4,none,0,0.0
2022,CAB0170,Trans-Atlantic,consortium,2015,7,4,6489.0,3,None,129.1,87.1,26.5,0,25,51,0,27.0,none,0,0.0
2023,CAB0170,Trans-Atlantic,consortium,2015,8,4,6489.0,3,None,129.1,105.4,69.5,0,25,54,0,28.6,none,0,0.0
2024,CAB0170,Trans-Atlantic,consortium,2015,9,4,6489.0,3,None,129.1,103.2,28.3,0,25,58,0,30.2,none,0,0.0
2025,CAB0170,Trans-Atlantic,consortium,2015,10,4,6489.0,3,None,129.1,113.0,58.7,0,25,62,0,31.7,none,0,0.0
2026,CAB0170,Trans-Atlantic,consortium,2015,11,4,6489.0,3,None,129.1,121.9,88.8,0,25,63,0,33.3,none,0,
2024,CAB0171,Trans-Atlantic,consortium,2024,0,48,6800.0,9,None,2166.9,528.6,12.5,1,25,58,0,0.0,none,0,1.0
2025,CAB0171,Trans-Atlantic,consortium,2024,1,48,6800.0,9,None,2166.9,622.9,27.5,1,25,62,0,1.6,fishing_anchor,1,0.0
2026,CAB0171,Trans-Atlantic,consortium,2024,2,48,6800.0,9,None,2166.9,748.0,43.3,1,25,63,0,3.2,none,0,
2018,CAB0172,EMEA-Asia,carrier,2018,0,7,8219.0,3,None,256.0,72.1,27.1,0,25,34,1,35.7,none,0,0.0
2019,CAB0172,EMEA-Asia,carrier,2018,1,7,8219.0,3,None,256.0,68.0,24.9,0,25,37,1,37.3,none,0,1.0
2020,CAB0172,EMEA-Asia,carrier,2018,2,7,8219.0,3,None,256.0,106.8,58.3,0,25,40,0,19.0,fishing_anchor,1,0.0
2021,CAB0172,EMEA-Asia,carrier,2018,3,7,8219.0,3,None,256.0,116.7,10.3,0,25,44,0,20.6,none,0,0.0
2022,CAB0172,EMEA-Asia,carrier,2018,4,7,8219.0,3,None,256.0,128.0,63.5,0,25,45,0,22.2,none,0,0.0
2023,CAB0172,EMEA-Asia,carrier,2018,5,7,8219.0,3,None,256.0,152.6,51.4,0,25,47,0,23.8,none,0,0.0
2024,CAB0172,EMEA-Asia,carrier,2018,6,7,8219.0,3,None,256.0,169.0,34.8,0,25,48,0,25.4,none,0,1.0
2025,CAB0172,EMEA-Asia,carrier,2018,7,7,8219.0,3,None,256.0,178.5,31.0,0,25,47,0,27.0,natural_hazard,1,0.0
2026,CAB0172,EMEA-Asia,carrier,2018,8,7,8219.0,3,None,256.0,171.9,30.3,0,25,47,0,28.6,none,0,
2015,CAB0173,Trans-Pacific,consortium,2009,6,5,11018.0,7,None,118.6,67.9,51.5,0,25,35,1,45.2,fishing_anchor,1,0.0
2016,CAB0173,Trans-Pacific,consortium,2009,7,5,11018.0,7,None,118.6,77.2,53.5,0,25,37,1,46.8,none,0,0.0
2017,CAB0173,Trans-Pacific,consortium,2009,8,5,11018.0,7,None,118.6,96.5,83.0,0,25,38,1,48.4,none,0,0.0
2018,CAB0173,Trans-Pacific,consortium,2009,9,5,11018.0,7,None,118.6,100.2,69.0,0,25,39,1,50.0,none,0,0.0
2019,CAB0173,Trans-Pacific,consortium,2009,10,5,11018.0,7,None,118.6,95.6,49.7,0,25,41,0,31.7,none,0,0.0
2020,CAB0173,Trans-Pacific,consortium,2009,11,5,11018.0,7,None,118.6,118.6,64.8,0,25,42,0,33.3,none,0,1.0
2021,CAB0173,Trans-Pacific,consortium,2009,12,5,11018.0,7,None,118.6,106.9,60.9,0,25,43,0,34.9,suspected_external,1,0.0
2022,CAB0173,Trans-Pacific,consortium,2009,13,5,11018.0,7,None,118.6,118.6,60.7,0,25,45,0,36.5,none,0,1.0
2023,CAB0173,Trans-Pacific,consortium,2009,14,5,11018.0,7,None,118.6,118.6,42.0,0,25,47,0,38.1,fishing_anchor,1,1.0
2024,CAB0173,Trans-Pacific,consortium,2009,15,5,11018.0,7,None,118.6,118.6,90.1,0,25,49,0,39.7,fishing_anchor,1,0.0
2025,CAB0173,Trans-Pacific,consortium,2009,16,5,11018.0,7,None,118.6,118.6,88.9,0,25,50,0,41.3,none,0,1.0
2026,CAB0173,Trans-Pacific,consortium,2009,17,5,11018.0,7,None,118.6,118.6,93.0,0,25,48,0,42.9,equipment,1,
2020,CAB0174,Trans-Pacific,hyperscaler,2020,0,11,14421.0,5,None,433.7,128.7,29.8,1,25,42,0,0.0,fishing_anchor,1,0.0
2021,CAB0174,Trans-Pacific,hyperscaler,2020,1,11,14421.0,5,None,433.7,117.8,47.2,1,25,43,0,1.6,none,0,0.0
2022,CAB0174,Trans-Pacific,hyperscaler,2020,2,11,14421.0,5,None,433.7,152.4,84.8,1,25,45,0,3.2,none,0,0.0
2023,CAB0174,Trans-Pacific,hyperscaler,2020,3,11,14421.0,5,None,433.7,186.4,29.8,1,25,47,0,4.8,none,0,1.0
2024,CAB0174,Trans-Pacific,hyperscaler,2020,4,11,14421.0,5,None,433.7,201.8,43.6,1,25,49,0,6.3,fishing_anchor,1,0.0
2025,CAB0174,Trans-Pacific,hyperscaler,2020,5,11,14421.0,5,None,433.7,202.4,61.5,1,25,50,0,7.9,none,0,0.0
2026,CAB0174,Trans-Pacific,hyperscaler,2020,6,11,14421.0,5,None,433.7,251.1,69.3,1,25,48,0,9.5,none,0,
2015,CAB0175,Intra-Europe,consortium,2011,4,6,2749.0,4,None,159.4,95.6,27.2,1,25,41,0,6.3,none,0,0.0
2016,CAB0175,Intra-Europe,consortium,2011,5,6,2749.0,4,None,159.4,84.2,44.9,1,25,42,0,7.9,none,0,0.0
2017,CAB0175,Intra-Europe,consortium,2011,6,6,2749.0,4,None,159.4,95.9,54.0,1,25,44,0,9.5,none,0,0.0
2018,CAB0175,Intra-Europe,consortium,2011,7,6,2749.0,4,None,159.4,101.8,49.2,1,25,45,0,11.1,none,0,0.0
2019,CAB0175,Intra-Europe,consortium,2011,8,6,2749.0,4,None,159.4,122.7,58.5,1,25,47,0,12.7,none,0,0.0
2020,CAB0175,Intra-Europe,consortium,2011,9,6,2749.0,4,None,159.4,127.7,72.8,1,25,49,0,14.3,none,0,0.0
2021,CAB0175,Intra-Europe,consortium,2011,10,6,2749.0,4,None,159.4,142.9,39.3,1,25,49,0,15.9,none,0,0.0
2022,CAB0175,Intra-Europe,consortium,2011,11,6,2749.0,4,None,159.4,142.9,69.1,1,25,52,0,17.5,none,0,0.0
2023,CAB0175,Intra-Europe,consortium,2011,12,6,2749.0,4,None,159.4,154.2,63.5,1,25,53,0,19.0,none,0,0.0
2024,CAB0175,Intra-Europe,consortium,2011,13,6,2749.0,4,None,159.4,159.4,80.9,1,25,53,0,20.6,none,0,0.0
2025,CAB0175,Intra-Europe,consortium,2011,14,6,2749.0,4,None,159.4,159.4,69.5,1,25,58,0,22.2,none,0,0.0
2026,CAB0175,Intra-Europe,consortium,2011,15,6,2749.0,4,None,159.4,159.4,46.8,1,25,60,0,23.8,none,0,
2015,CAB0176,Trans-Pacific,consortium,2014,1,7,11224.0,2,None,216.0,60.5,30.8,1,25,35,1,33.3,natural_hazard,1,0.0
2016,CAB0176,Trans-Pacific,consortium,2014,2,7,11224.0,2,None,216.0,88.1,18.5,1,25,37,1,34.9,none,0,0.0
2017,CAB0176,Trans-Pacific,consortium,2014,3,7,11224.0,2,None,216.0,99.4,44.3,1,25,38,1,36.5,none,0,0.0
2018,CAB0176,Trans-Pacific,consortium,2014,4,7,11224.0,2,None,216.0,125.1,66.1,1,25,39,1,38.1,none,0,1.0
2019,CAB0176,Trans-Pacific,consortium,2014,5,7,11224.0,2,None,216.0,103.2,26.2,1,25,41,0,19.8,equipment,1,0.0
2020,CAB0176,Trans-Pacific,consortium,2014,6,7,11224.0,2,None,216.0,127.7,33.8,1,25,42,0,21.4,none,0,0.0
2021,CAB0176,Trans-Pacific,consortium,2014,7,7,11224.0,2,None,216.0,140.0,30.4,1,25,43,0,23.0,none,0,0.0
2022,CAB0176,Trans-Pacific,consortium,2014,8,7,11224.0,2,None,216.0,160.0,47.0,1,25,45,0,24.6,none,0,0.0
2023,CAB0176,Trans-Pacific,consortium,2014,9,7,11224.0,2,None,216.0,163.4,43.5,1,25,47,0,26.2,none,0,0.0
2024,CAB0176,Trans-Pacific,consortium,2014,10,7,11224.0,2,None,216.0,184.4,80.1,1,25,49,0,27.8,none,0,0.0
2025,CAB0176,Trans-Pacific,consortium,2014,11,7,11224.0,2,None,216.0,211.0,41.0,1,25,50,0,29.4,none,0,0.0
2026,CAB0176,Trans-Pacific,consortium,2014,12,7,11224.0,2,None,216.0,199.1,85.0,1,25,48,0,31.0,none,0,
2015,CAB0177,Intra-Asia,hyperscaler,2007,8,14,2944.0,4,Taiwan-Strait,292.0,200.0,58.8,0,25,53,0,56.3,none,0,1.0
2016,CAB0177,Intra-Asia,hyperscaler,2007,9,14,2944.0,4,Taiwan-Strait,292.0,232.1,73.3,0,25,59,0,57.9,suspected_external,1,0.0
2017,CAB0177,Intra-Asia,hyperscaler,2007,10,14,2944.0,4,Taiwan-Strait,292.0,226.8,46.6,0,25,60,0,59.5,none,0,0.0
2018,CAB0177,Intra-Asia,hyperscaler,2007,11,14,2944.0,4,Taiwan-Strait,292.0,281.4,62.4,0,25,62,0,61.1,none,0,0.0
2019,CAB0177,Intra-Asia,hyperscaler,2007,12,14,2944.0,4,Taiwan-Strait,292.0,285.2,55.3,0,25,64,0,62.7,none,0,0.0
2020,CAB0177,Intra-Asia,hyperscaler,2007,13,14,2944.0,4,Taiwan-Strait,292.0,278.0,100.0,0,25,66,0,64.3,none,0,0.0
2021,CAB0177,Intra-Asia,hyperscaler,2007,14,14,2944.0,4,Taiwan-Strait,292.0,292.0,60.3,0,25,69,0,65.9,none,0,0.0
2022,CAB0177,Intra-Asia,hyperscaler,2007,15,14,2944.0,4,Taiwan-Strait,292.0,292.0,100.0,0,25,70,0,67.5,none,0,0.0
2023,CAB0177,Intra-Asia,hyperscaler,2007,16,14,2944.0,4,Taiwan-Strait,292.0,292.0,87.8,0,25,70,0,69.0,none,0,0.0
2024,CAB0177,Intra-Asia,hyperscaler,2007,17,14,2944.0,4,Taiwan-Strait,292.0,292.0,46.6,0,25,75,0,70.6,none,0,0.0
2025,CAB0177,Intra-Asia,hyperscaler,2007,18,14,2944.0,4,Taiwan-Strait,292.0,292.0,65.1,0,25,77,0,72.2,none,0,0.0
2026,CAB0177,Intra-Asia,hyperscaler,2007,19,14,2944.0,4,Taiwan-Strait,292.0,292.0,100.0,0,25,77,0,73.8,none,0,
2023,CAB0178,Intra-Pacific-Islands,carrier,2023,0,23,851.0,4,None,1005.4,260.1,43.0,1,25,45,0,0.0,none,0,0.0
2024,CAB0178,Intra-Pacific-Islands,carrier,2023,1,23,851.0,4,None,1005.4,410.9,70.0,1,25,48,0,1.6,none,0,0.0
2025,CAB0178,Intra-Pacific-Islands,carrier,2023,2,23,851.0,4,None,1005.4,444.8,69.3,1,25,50,0,3.2,none,0,0.0
2026,CAB0178,Intra-Pacific-Islands,carrier,2023,3,23,851.0,4,None,1005.4,406.6,57.2,1,25,51,0,4.8,none,0,
2015,CAB0179,Americas,carrier,2009,6,5,7686.0,7,None,118.6,65.4,30.9,1,25,28,1,29.4,fishing_anchor,1,0.0
2016,CAB0179,Americas,carrier,2009,7,5,7686.0,7,None,118.6,75.6,30.5,1,25,29,1,31.0,none,0,0.0
2017,CAB0179,Americas,carrier,2009,8,5,7686.0,7,None,118.6,96.2,63.7,1,25,29,1,32.5,none,0,1.0
2018,CAB0179,Americas,carrier,2009,9,5,7686.0,7,None,118.6,89.3,39.6,1,25,31,1,34.1,fishing_anchor,1,0.0
2019,CAB0179,Americas,carrier,2009,10,5,7686.0,7,None,118.6,110.3,32.9,1,25,32,1,35.7,none,0,0.0
2020,CAB0179,Americas,carrier,2009,11,5,7686.0,7,None,118.6,104.9,39.0,1,25,33,1,37.3,none,0,0.0
2021,CAB0179,Americas,carrier,2009,12,5,7686.0,7,None,118.6,118.1,95.4,1,25,37,1,38.9,none,0,0.0
2022,CAB0179,Americas,carrier,2009,13,5,7686.0,7,None,118.6,118.6,41.7,1,25,37,1,40.5,none,0,0.0
2023,CAB0179,Americas,carrier,2009,14,5,7686.0,7,None,118.6,118.6,69.8,1,25,37,1,42.1,none,0,1.0
2024,CAB0179,Americas,carrier,2009,15,5,7686.0,7,None,118.6,118.6,70.0,1,25,39,1,43.7,fishing_anchor,1,0.0
2025,CAB0179,Americas,carrier,2009,16,5,7686.0,7,None,118.6,118.6,90.4,1,25,39,1,45.2,none,0,0.0
2026,CAB0179,Americas,carrier,2009,17,5,7686.0,7,None,118.6,118.6,53.9,1,25,40,0,27.0,none,0,
2015,CAB0180,EMEA-Asia,hyperscaler,2003,12,12,17190.0,8,Malacca,181.7,166.8,77.2,0,25,27,1,82.5,fishing_anchor,1,1.0
2016,CAB0180,EMEA-Asia,hyperscaler,2003,13,12,17190.0,8,Malacca,181.7,173.3,76.0,0,25,29,1,84.1,equipment,1,1.0
2017,CAB0180,EMEA-Asia,hyperscaler,2003,14,12,17190.0,8,Malacca,181.7,181.6,53.0,0,25,32,1,85.7,fishing_anchor,1,0.0
2018,CAB0180,EMEA-Asia,hyperscaler,2003,15,12,17190.0,8,Malacca,181.7,181.7,72.3,0,25,34,1,87.3,none,0,1.0
2019,CAB0180,EMEA-Asia,hyperscaler,2003,16,12,17190.0,8,Malacca,181.7,181.7,64.8,0,25,37,1,88.9,suspected_external,1,1.0
2020,CAB0180,EMEA-Asia,hyperscaler,2003,17,12,17190.0,8,Malacca,181.7,181.7,69.3,0,25,40,0,70.6,fishing_anchor,1,0.0
2021,CAB0180,EMEA-Asia,hyperscaler,2003,18,12,17190.0,8,Malacca,181.7,181.7,45.1,0,25,44,0,72.2,none,0,1.0
2022,CAB0180,EMEA-Asia,hyperscaler,2003,19,12,17190.0,8,Malacca,181.7,181.7,100.0,0,25,45,0,73.8,suspected_external,1,1.0
2023,CAB0180,EMEA-Asia,hyperscaler,2003,20,12,17190.0,8,Malacca,181.7,181.7,87.6,0,25,47,0,75.4,fishing_anchor,1,1.0
2024,CAB0180,EMEA-Asia,hyperscaler,2003,21,12,17190.0,8,Malacca,181.7,181.7,53.2,0,25,48,0,77.0,fishing_anchor,1,0.0
2025,CAB0180,EMEA-Asia,hyperscaler,2003,22,12,17190.0,8,Malacca,181.7,181.7,88.3,0,25,47,0,78.6,none,0,1.0
2026,CAB0180,EMEA-Asia,hyperscaler,2003,23,12,17190.0,8,Malacca,181.7,181.7,58.6,0,25,47,0,80.2,fishing_anchor,1,
2023,CAB0181,Trans-Pacific,hyperscaler,2023,0,17,10976.0,4,None,743.1,164.7,23.8,0,25,47,0,15.9,natural_hazard,1,0.0
2024,CAB0181,Trans-Pacific,hyperscaler,2023,1,17,10976.0,4,None,743.1,240.0,9.7,0,25,49,0,17.5,none,0,1.0
2025,CAB0181,Trans-Pacific,hyperscaler,2023,2,17,10976.0,4,None,743.1,242.9,13.4,0,25,50,0,19.0,fishing_anchor,1,1.0
2026,CAB0181,Trans-Pacific,hyperscaler,2023,3,17,10976.0,4,None,743.1,269.0,41.9,0,25,48,0,20.6,suspected_external,1,
2015,CAB0182,EMEA-Asia,carrier,1999,16,2,17701.0,7,Hormuz,18.9,18.9,92.7,0,25,27,1,88.9,none,0,1.0
2016,CAB0182,EMEA-Asia,carrier,1999,17,2,17701.0,7,Hormuz,18.9,18.9,100.0,0,25,29,1,90.5,fishing_anchor,1,1.0
2017,CAB0182,EMEA-Asia,carrier,1999,18,2,17701.0,7,Hormuz,18.9,18.9,63.0,0,25,32,1,92.1,fishing_anchor,1,0.0
2018,CAB0182,EMEA-Asia,carrier,1999,19,2,17701.0,7,Hormuz,18.9,18.9,100.0,0,25,34,1,93.7,none,0,1.0
2019,CAB0182,EMEA-Asia,carrier,1999,20,2,17701.0,7,Hormuz,18.9,18.9,75.0,0,25,37,1,95.2,equipment,1,0.0
2020,CAB0182,EMEA-Asia,carrier,1999,21,2,17701.0,7,Hormuz,18.9,18.9,100.0,0,25,40,0,77.0,none,0,1.0
2021,CAB0182,EMEA-Asia,carrier,1999,22,2,17701.0,7,Hormuz,18.9,18.9,96.0,0,25,44,0,78.6,fishing_anchor,1,0.0
2022,CAB0182,EMEA-Asia,carrier,1999,23,2,17701.0,7,Hormuz,18.9,18.9,92.0,0,25,45,0,80.2,none,0,1.0
2023,CAB0182,EMEA-Asia,carrier,1999,24,2,17701.0,7,Hormuz,18.9,18.9,100.0,0,25,47,0,81.7,fishing_anchor,1,1.0
2024,CAB0182,EMEA-Asia,carrier,1999,25,2,17701.0,7,Hormuz,18.9,18.9,86.3,0,25,48,0,83.3,natural_hazard,1,1.0
2025,CAB0182,EMEA-Asia,carrier,1999,26,2,17701.0,7,Hormuz,18.9,18.9,100.0,0,25,47,0,84.9,fishing_anchor,1,0.0
2026,CAB0182,EMEA-Asia,carrier,1999,27,2,17701.0,7,Hormuz,18.9,18.9,100.0,0,25,47,0,86.5,none,0,
2019,CAB0183,EMEA-Asia,consortium,2019,0,48,12923.0,6,Suez,1824.0,652.9,64.3,0,25,37,1,63.5,none,0,0.0
2020,CAB0183,EMEA-Asia,consortium,2019,1,48,12923.0,6,Suez,1824.0,523.3,65.3,0,25,40,0,45.2,none,0,0.0
2021,CAB0183,EMEA-Asia,consortium,2019,2,48,12923.0,6,Suez,1824.0,578.4,59.6,0,25,44,0,46.8,none,0,0.0
2022,CAB0183,EMEA-Asia,consortium,2019,3,48,12923.0,6,Suez,1824.0,652.2,50.6,0,25,45,0,48.4,none,0,1.0
2023,CAB0183,EMEA-Asia,consortium,2019,4,48,12923.0,6,Suez,1824.0,919.4,40.5,0,25,47,0,50.0,equipment,1,0.0
2024,CAB0183,EMEA-Asia,consortium,2019,5,48,12923.0,6,Suez,1824.0,930.9,56.1,0,25,48,0,51.6,none,0,0.0
2025,CAB0183,EMEA-Asia,consortium,2019,6,48,12923.0,6,Suez,1824.0,1012.9,70.9,0,25,47,0,53.2,none,0,0.0
2026,CAB0183,EMEA-Asia,consortium,2019,7,48,12923.0,6,Suez,1824.0,1055.1,51.2,0,25,47,0,54.8,none,0,
2022,CAB0184,Intra-Europe,consortium,2022,0,8,1892.0,6,None,338.3,87.5,54.3,0,25,52,0,15.9,none,0,0.0
2023,CAB0184,Intra-Europe,consortium,2022,1,8,1892.0,6,None,338.3,98.7,55.0,0,25,53,0,17.5,none,0,0.0
2024,CAB0184,Intra-Europe,consortium,2022,2,8,1892.0,6,None,338.3,117.4,59.8,0,25,53,0,19.0,none,0,0.0
2025,CAB0184,Intra-Europe,consortium,2022,3,8,1892.0,6,None,338.3,126.6,57.2,0,25,58,0,20.6,none,0,0.0
2026,CAB0184,Intra-Europe,consortium,2022,4,8,1892.0,6,None,338.3,159.1,71.2,0,25,60,0,22.2,none,0,
2019,CAB0185,EMEA-Asia,hyperscaler,2019,0,8,8064.0,5,Malacca,304.0,87.6,24.5,1,25,37,1,47.6,none,0,0.0
2020,CAB0185,EMEA-Asia,hyperscaler,2019,1,8,8064.0,5,Malacca,304.0,111.7,63.6,1,25,40,0,29.4,none,0,0.0
2021,CAB0185,EMEA-Asia,hyperscaler,2019,2,8,8064.0,5,Malacca,304.0,132.9,59.5,1,25,44,0,31.0,none,0,0.0
2022,CAB0185,EMEA-Asia,hyperscaler,2019,3,8,8064.0,5,Malacca,304.0,159.6,38.1,1,25,45,0,32.5,none,0,0.0
2023,CAB0185,EMEA-Asia,hyperscaler,2019,4,8,8064.0,5,Malacca,304.0,136.3,28.6,1,25,47,0,34.1,none,0,0.0
2024,CAB0185,EMEA-Asia,hyperscaler,2019,5,8,8064.0,5,Malacca,304.0,178.2,79.7,1,25,48,0,35.7,none,0,0.0
2025,CAB0185,EMEA-Asia,hyperscaler,2019,6,8,8064.0,5,Malacca,304.0,181.7,33.6,1,25,47,0,37.3,none,0,0.0
2026,CAB0185,EMEA-Asia,hyperscaler,2019,7,8,8064.0,5,Malacca,304.0,185.5,84.7,1,25,47,0,38.9,none,0,
2015,CAB0186,Intra-Europe,government,2011,4,6,1537.0,3,None,159.4,89.6,47.2,1,25,41,0,6.3,none,0,0.0
2016,CAB0186,Intra-Europe,government,2011,5,6,1537.0,3,None,159.4,79.4,47.7,1,25,42,0,7.9,none,0,0.0
2017,CAB0186,Intra-Europe,government,2011,6,6,1537.0,3,None,159.4,101.2,31.2,1,25,44,0,9.5,none,0,0.0
2018,CAB0186,Intra-Europe,government,2011,7,6,1537.0,3,None,159.4,121.8,41.0,1,25,45,0,11.1,none,0,0.0
2019,CAB0186,Intra-Europe,government,2011,8,6,1537.0,3,None,159.4,119.9,55.2,1,25,47,0,12.7,none,0,0.0
2020,CAB0186,Intra-Europe,government,2011,9,6,1537.0,3,None,159.4,122.0,80.7,1,25,49,0,14.3,none,0,0.0
2021,CAB0186,Intra-Europe,government,2011,10,6,1537.0,3,None,159.4,132.2,29.4,1,25,49,0,15.9,none,0,0.0
2022,CAB0186,Intra-Europe,government,2011,11,6,1537.0,3,None,159.4,134.3,37.0,1,25,52,0,17.5,none,0,0.0
2023,CAB0186,Intra-Europe,government,2011,12,6,1537.0,3,None,159.4,145.9,36.9,1,25,53,0,19.0,none,0,0.0
2024,CAB0186,Intra-Europe,government,2011,13,6,1537.0,3,None,159.4,159.4,40.7,1,25,53,0,20.6,none,0,0.0
2025,CAB0186,Intra-Europe,government,2011,14,6,1537.0,3,None,159.4,159.4,87.8,1,25,58,0,22.2,none,0,0.0
